VD,North,East
14805121,6396140,316923
14805122,6396120,316642
14805123,6396560,316666
14805124,6396490,317093
14805125,6396340,317311
14805131,6394190,316045
14805132,6393660,316712
14805141,6394900,316161
14805142,6395550,315615
14805151,6394110,316789
14805152,6394730,316418
14805153,6394770,316801
14805171,6394520,315524
14805172,6394120,315720
14805173,6394700,315165
14805174,6394550,315876
14805181,6393190,316008
14805182,6393660,315390
14805191,6392940,312921
14805192,6392930,314380
14805201,6393440,314795
14805202,6393880,315031
14805211,6391160,312789
14805212,6388700,312845
14805213,6391030,315221
14805214,6391960,313903
14805221,6393150,315133
14805222,6392690,314983
14805231,6392270,317020
14805232,6391400,316881
14805233,6391540,315800
14805234,6392970,317146
14805235,6392860,318049
14805236,6391610,318323
14805237,6392200,317789
14805241,6390150,316550
14805242,6390340,317907
14805251,6385890,317515
14805252,6385110,314497
14805253,6388250,315728
14805254,6385670,319392
14805255,6388690,318029
14805256,6387200,317468
14805257,6386500,314912
14805258,6388000,317874
14806011,6412800,325382
14806012,6412580,324099
14806013,6411880,323952
14806021,6411270,326712
14806022,6410360,325863
14806031,6411290,323458
14806032,6410350,323504
14806033,6411050,323056
14806034,6410850,323751
14806041,6409590,324902
14806042,6410570,324630
14806051,6409610,323046
14806061,6408050,323526
14806062,6408080,322976
14806063,6408060,323864
14806064,6408380,324383
14806101,6408340,327195
14806111,6413410,329980
14806112,6408630,330108
14806113,6409520,333175
14806121,6406900,323197
14806122,6407570,322990
14806123,6406520,322219
14806124,6407020,322570
14806131,6407240,324029
14807011,6402370,314900
14807012,6402410,314055
14807021,6403860,314397
14807022,6403870,315167
14807023,6403010,314709
14807031,6402920,315222
14807032,6403060,315533
14807041,6398240,306067
14807042,6401210,307004
14807043,6400600,303942
14807044,6400500,305558
14807051,6400320,311243
14807052,6403040,308940
14807053,6401880,307459
14807054,6403130,307772
14807055,6402490,307684
14807056,6403460,305686
14807061,6406940,310176
14807062,6405260,311383
14807063,6405840,306149
14807064,6408730,311506
14807065,6403750,310030
14807081,6400940,313967
14807082,6401280,315057
14807083,6400810,314828
14807084,6401580,314440
14807091,6401440,315464
14807092,6401810,316010
14807093,6402190,315433
14807094,6401920,315116
14010101,6396690,340485
14010201,6393640,334060
14010202,6398610,337903
14010203,6397470,335084
14010204,6398430,333612
14010205,6398120,331257
14010301,6394420,327288
14010302,6396180,327276
14010303,6395190,328725
14010304,6393830,326296
14010305,6394980,330347
14010306,6393530,328249
14010307,6393500,328816
14010308,6393820,329810
14010309,6392060,327606
14010310,6392510,331485
14010401,6399630,347322
14010402,6391830,351367
14010403,6391230,346743
14010404,6396050,347040
14020101,6403230,331529
14020102,6405560,328925
14020103,6402990,328068
14020104,6402980,329374
14020105,6403610,326839
14020106,6402320,328149
14020107,6402250,329064
14020108,6403450,328151
14020109,6401590,327947
14020110,6398880,327630
14020111,6401420,329334
14020112,6399990,329677
14020301,6402420,326376
14020302,6402420,325239
14020303,6401400,325105
14020304,6401210,325779
14020305,6400740,326475
14020306,6401580,326360
14070101,6405670,303127
14070102,6396100,300012
14070103,6399610,302403
14070104,6406560,297591
14070105,6404330,299002
14070106,6399830,298098
14070107,6399700,301179
14070108,6406950,300983
14070109,6409990,298438
14070110,6402550,299994
14070111,6402320,297704
14070112,6398170,299244
14150101,6435310,319304
14150201,6442550,311017
14150202,6440650,312798
14150203,6440730,313637
14150204,6440030,313679
14150205,6440070,315770
14150206,6439410,314388
14150207,6436680,313124
14150208,6437820,311755
14150301,6444680,313879
14150302,6446720,318445
14150401,6442460,321983
14150501,6435840,310674
14150502,6433840,311633
14150503,6431100,310642
14150504,6430650,317318
14190101,6439720,308851
14190102,6440550,304817
14190103,6434700,307772
14190201,6431720,294863
14190202,6433630,296785
14190203,6424820,291311
14190204,6437120,302001
14190205,6431440,303468
14190303,6426270,299155
14190501,6437260,293860
14400101,6419050,325130
14400102,6418700,327501
14400103,6414050,323638
14400104,6412540,323065
14400105,6415570,323831
14400106,6416570,324676
14400107,6421120,325184
14400210,6437480,342728
14400311,6430730,340869
14400312,6430500,333044
14400414,6422800,334649
14400515,6427320,329605
14400516,6426030,329021
14400517,6428020,330853
14400518,6423190,326520
14400519,6422010,325813
14400520,6423570,328137
14410101,6403450,334776
14410102,6402690,338730
14410103,6404520,337142
14410104,6403940,338751
14410105,6404820,341349
14410106,6405440,336508
14410107,6406980,334360
14410108,6408000,336927
14410109,6407020,337791
14410110,6408710,338264
14410111,6408810,340137
14410212,6410380,341991
14410213,6409670,342871
14410214,6412330,343612
14410215,6414160,345084
14410216,6406400,343646
14410217,6405990,345766
14410218,6407390,347754
14410319,6411460,337371
14410320,6415900,335588
14410321,6417660,340531
14410322,6414340,339899
14410323,6413500,341617
14410424,6421830,343138
14620101,6443320,333388
14620102,6445970,330936
14620103,6450850,332342
14620305,6435420,332473
14620506,6440860,338037
14620608,6441510,328176
14620712,6456290,329538
14620713,6447750,329874
14810101,6394850,321819
14810102,6394220,321113
14810103,6394580,320860
14810104,6394230,319882
14810105,6394960,320547
14810106,6391260,320540
14810107,6393540,321015
14810108,6393470,321868
14810109,6393230,321482
14810110,6395690,320077
14810111,6395330,321071
14810112,6396480,319522
14810113,6396010,321449
14810114,6396230,320665
14810115,6396630,320481
14810116,6395320,318985
14810117,6391350,322480
14810118,6393880,322005
14810119,6394810,321302
14810120,6394060,319207
14810121,6395170,321548
14810122,6393980,320533
14810201,6389540,322652
14810202,6389740,324117
14810203,6388170,324455
14810204,6389430,326269
14810205,6387510,322155
14810301,6384520,322504
14810302,6386180,325350
14810303,6386310,325872
14810304,6386660,327335
14810305,6387710,331908
14810306,6384530,327668
14810307,6386110,324760
14810308,6383850,324766
14810309,6384590,326184
14810401,6395810,323950
14810402,6395680,322248
14810403,6394320,324543
14810404,6393640,322706
14810405,6391560,324346
14810406,6394720,323276
14810407,6393070,324470
14810408,6394520,322444
14820101,6418710,319790
14820102,6418150,319283
14820103,6418210,319809
14820104,6417790,319506
14820105,6418020,320743
14820106,6418260,322342
14820107,6418630,320981
14820108,6419060,321546
14820109,6420140,322341
14820110,6420020,320563
14820111,6420700,320033
14820301,6422500,296678
14820401,6412250,311563
14820501,6416790,310700
14820502,6413130,303259
14820601,6417370,299985
14820701,6416570,314657
14820702,6416790,318127
14820703,6419510,315238
14820704,6418210,316502
14820801,6429670,325865
14820802,6423180,323230
14820901,6422010,319489
14820902,6423550,317842
14821001,6421340,311612
14821101,6428350,310545
14821102,6425130,309531
14821103,6426270,313467
14890101,6446810,359232
14890102,6443070,354621
14890103,6436320,355064
14890104,6432350,348359
14890105,6424020,348969
14890106,6427910,350877
14890107,6426310,353466
14890108,6427840,354763
14890109,6424210,352857
14890110,6424330,353715
14890111,6422550,351247
14890112,6423530,352966
14890113,6422680,352837
14890114,6423830,354125
14890115,6423320,354043
14890116,6424060,355177
14890117,6423050,354891
14890118,6423990,358617
14890119,6418690,349409
14890120,6420480,353157
14890121,6420840,357274
14890122,6415250,348850
14890123,6413200,351468
14890124,6416180,358753
14210101,6447960,296907
14210201,6457690,305343
14210202,6459910,301967
14210301,6447810,303461
14210401,6450220,310256
14210402,6448100,312740
14210501,6457400,311064
14210601,6463180,307720
14210701,6442190,290006
14210901,6447540,284882
14211001,6456020,295518
14211002,6449540,289492
14270104,6472730,280910
14270109,6476240,282743
14270306,6481050,279876
14270401,6475030,277869
14270507,6485000,284833
14300101,6484530,302119
14300102,6485790,305564
14300103,6487800,312992
14300505,6491250,297183
14300506,6500160,301604
14300808,6506550,312969
14350203,6512080,291729
14350204,6514200,279384
14350301,6523170,287466
14350401,6520010,302693
14350601,6491940,284168
14350603,6499950,291479
14350701,6503510,283827
14380101,6541220,330250
14380102,6536670,313629
14390101,6496550,324808
14390112,6497160,320843
14390205,6488490,324471
14390811,6510890,328411
14600101,6556760,331438
14600102,6562070,339876
14600613,6551690,347442
14600616,6533970,347716
14600919,6528410,336634
14610101,6506640,354336
14610105,6512760,353977
14610309,6499740,356307
14610714,6512260,343936
14610918,6519490,354144
14840101,6464400,290095
14840102,6465540,290347
14840103,6466000,290895
14840104,6466900,292140
14840105,6465590,293370
14840201,6470800,291100
14840301,6459170,288006
14840401,6481130,293983
14840501,6475130,293377
14840502,6477560,298015
14850101,6470460,325675
14850102,6472100,321424
14850103,6471350,321773
14850104,6470180,320552
14850105,6471380,320837
14850106,6471050,320249
14850107,6469890,318688
14850108,6471610,318615
14850109,6471700,321235
14850301,6458890,320920
14850302,6455930,319783
14850303,6452640,320587
14850501,6465690,316895
14850502,6462940,326902
14850701,6465230,299436
14850901,6477560,307840
14850902,6470450,304977
14851001,6471540,311078
14851002,6477320,316660
14851003,6470900,315639
14851101,6477100,327592
14851201,6472750,319896
14851202,6473050,319296
14851204,6473010,320583
14851205,6473110,321339
14851206,6473860,321018
14851207,6474370,320889
14851208,6478260,320909
14851209,6475540,319022
14851210,6473890,320253
14851211,6477070,321930
14851212,6473130,317943
14860101,6540200,280681
14860102,6539750,282333
14860103,6535730,281801
14860104,6542090,277364
14860203,6537910,289547
14860401,6550700,285800
14860701,6532210,278093
14860702,6533180,271241
14870101,6496860,340271
14870102,6486140,335263
14870103,6489160,348118
14870104,6480380,344870
14870105,6473090,335920
14870106,6473740,341990
14870107,6471320,340682
14870108,6474880,343614
14870109,6474230,344532
14870110,6473680,344171
14870111,6472910,345132
14870112,6473250,343032
14870113,6472800,343738
14870114,6472570,344412
14870115,6472190,344632
14870116,6471690,344248
14870117,6471450,343070
14870118,6469400,343596
14870119,6470570,345694
14870120,6473860,347359
14870121,6470660,349080
14870122,6466170,348344
14870123,6481630,357673
14880106,6463430,339998
14880107,6464790,336561
14880108,6465790,340937
14880109,6464060,341272
14880110,6462300,339950
14880111,6462860,340684
14880113,6463240,341144
14880114,6462860,341304
14880125,6467780,341578
14880135,6464560,340164
14881001,6465860,343548
14881002,6464980,342179
14881003,6463640,342851
14881004,6463410,342444
14881005,6462620,343016
14881033,6463340,341775
14881034,6463780,341459
14880119,6462030,340553
14880120,6460890,339088
14880226,6461750,354368
14880327,6453230,349384
14880428,6461190,344504
14880429,6457470,340350
14880530,6449140,341884
14880632,6450700,336711
14880731,6455640,336129
14880916,6462690,341889
14880917,6462200,341717
14880918,6461400,342025
14880921,6460140,339801
14880922,6460860,340462
14880923,6460970,342383
14880924,6460330,341438
14880936,6461760,341704
14920101,6554440,367224
14920102,6548630,367296
14920103,6548010,363599
14920104,6545400,369322
14920105,6548440,368566
14920607,6537960,359423
14420101,6434390,361101
14420402,6427700,364935
14420703,6423740,371330
14421305,6431920,372686
14421407,6439320,370562
14421408,6435750,368862
14421409,6433990,369680
14430201,6397950,361547
14430202,6400610,353551
14430203,6392460,354508
14430204,6393260,357926
14430205,6408680,360684
14520104,6376200,404452
14520108,6374400,397793
14520113,6369910,399885
14520201,6360920,399264
14520409,6371910,409167
14520505,6379930,403039
14520606,6385030,396398
14521012,6384770,415046
14630101,6376930,361564
14630102,6375370,361692
14630103,6379880,360213
14630104,6379620,363572
14630105,6377300,364749
14630307,6375090,358076
14630308,6370860,358871
14630309,6371780,365617
14630328,6374530,359864
14630329,6372940,361948
14630411,6386700,341240
14630430,6379930,344568
14630513,6384460,354683
14630615,6382300,366499
14630716,6378960,371516
14630918,6373310,353654
14631019,6369960,347482
14631423,6358850,349317
14631626,6361290,365047
14650111,6375060,390519
14650115,6372850,378911
14650303,6366880,381653
14650505,6349390,384378
14651212,6383220,384637
14660107,6438120,375569
14660601,6439760,383354
14660705,6436910,387369
14660903,6431310,395829
14661406,6425640,384677
14900101,6389330,382148
14900102,6398120,378007
14900103,6398740,378123
14900104,6400140,380485
14900105,6397860,380397
14900106,6402860,382009
14900107,6402120,383542
14900108,6399180,386828
14900109,6398830,387865
14900110,6397820,390293
14900111,6394760,394484
14900112,6397910,383118
14900113,6398750,379887
14900114,6399610,379889
14900115,6401600,379667
14900116,6399960,379420
14900117,6400480,379163
14900118,6400380,379651
14900119,6394870,383620
14900121,6406410,387961
14900122,6399300,381180
14900123,6397840,378734
14900124,6398470,378683
14900125,6398210,379206
14900126,6402460,392530
14900168,6399130,379299
14900227,6400920,378547
14900228,6400240,378093
14900229,6395270,371036
14900230,6399270,377129
14900231,6399790,377352
14900232,6399440,377570
14900233,6396010,376277
14900234,6398740,377011
14900235,6398520,377472
14900236,6398870,376558
14900237,6397920,376849
14900238,6398530,375710
14900239,6397560,378326
14900240,6395190,378833
14900241,6385680,374561
14900242,6398000,377494
14900243,6399870,377777
14900244,6401080,377777
14900245,6400620,377757
14900246,6400160,377537
14900247,6402080,378296
14900248,6392090,375174
14900249,6399950,378491
14900250,6389060,364674
14900251,6386430,368378
14900252,6399280,377848
14900253,6388870,371572
14900254,6389450,373651
14900255,6399390,378586
14900320,6402970,377834
14900356,6401600,377250
14900357,6416840,383721
14900358,6410420,373000
14900359,6399620,375430
14900360,6403210,374090
14900361,6412500,380006
14900362,6412100,385563
14900363,6409180,379466
14900364,6409830,382147
14900365,6404700,379884
14900366,6400600,375751
14900367,6400550,374355
14900369,6400690,376907
14900370,6399310,372658
14900371,6403660,376618
14900372,6403840,378257
14900373,6402940,377425
14900374,6400040,376626
14900375,6399720,376845
14900376,6400000,376902
14900377,6399500,376067
14900378,6398680,368338
14900379,6400740,366430
14900380,6399050,369158
14900381,6406690,368157
14900382,6402650,377026
14900383,6401900,376349
14900384,6401200,371440
14900385,6398980,370629
14900386,6406770,382573
14900387,6399190,375032
14900388,6417220,376030
14910101,6407820,406776
14910102,6407880,405332
14910103,6406790,405800
14910104,6405900,406022
14910105,6405610,405139
14910106,6409940,404694
14910107,6401080,406908
14910108,6422210,412314
14910109,6396820,412999
14910110,6412590,394469
14910111,6409390,418795
14910112,6418530,403423
14910113,6399340,399992
14440404,6464480,367138
14440503,6471270,364415
14440906,6465470,362034
14450101,6456470,364311
14450403,6450370,367149
14450606,6447120,370956
14460101,6488280,472471
14460108,6500100,476143
14460304,6482160,466014
14460405,6505670,465466
14460407,6499790,459786
14470101,6540430,448101
14470102,6533610,449529
14470203,6525800,456605
14700101,6457850,382565
14700102,6460450,379740
14700204,6468140,376720
14701006,6458310,375588
14701210,6448520,381498
14702424,6451570,391846
14702725,6462670,387163
14702927,6461250,397826
14710111,6488950,407445
14710203,6488720,411667
14710214,6486690,412318
14710215,6490890,417161
14710608,6487810,402329
14710705,6482190,408620
14711513,6499470,412306
14720101,6477310,447889
14720102,6475730,451361
14720103,6474920,457495
14720104,6477710,453912
14720106,6472260,451443
14720205,6483340,456678
14730101,6506490,443954
14730102,6511550,446369
14730103,6504550,453534
14730404,6495390,449515
14731306,6514560,457200
14930101,6509570,431674
14930102,6510740,432417
14930103,6507780,434034
14930104,6506370,433010
14930105,6507780,431393
14930118,6509230,433795
14930206,6507270,430753
14930207,6502290,430971
14930208,6506930,431612
14930216,6509270,430235
14930314,6496840,433584
14931011,6499980,423448
14931409,6519160,428816
14931813,6522810,445055
14940101,6486700,393611
14940102,6485270,395448
14940103,6485470,393123
14940104,6485440,392673
14940105,6484670,392139
14940106,6484040,393621
14940107,6487040,392565
14940108,6485040,390936
14940109,6485880,391463
14940110,6486410,390771
14940111,6487640,391525
14940213,6473080,381701
14940514,6483350,387675
14940622,6480660,372440
14940816,6495300,384436
14941117,6504700,393061
14941315,6489930,391275
14941325,6488840,391461
14942020,6481850,391569
14942121,6474250,389624
14942424,6482050,398383
14942923,6487970,380570
14950101,6472320,405422
14950102,6473490,407536
14950103,6472750,409014
14950104,6474780,409350
14950105,6464230,410010
14950106,6477360,412136
14950107,6475670,404878
14950514,6475710,421536
14950813,6471810,415074
14951609,6469820,400421
14960101,6472780,432577
14960102,6472800,431804
14960103,6473530,431430
14960104,6474570,432313
14960106,6473890,432343
14960107,6473500,432385
14960108,6473910,433164
14960109,6473980,434036
14960110,6475960,435675
14960111,6473030,433548
14960112,6471270,435332
14960115,6471920,432228
14960129,6476130,430062
14960132,6475410,432749
14960134,6473140,432847
14960316,6472260,430170
14960331,6470020,430729
14960417,6477070,434886
14960418,6476350,434062
14960419,6477530,433109
14960521,6467080,431500
14960533,6467620,431234
14960820,6467360,433941
14961223,6466980,441497
14961322,6475290,441152
14961625,6483880,440771
14961824,6481920,433866
14962226,6484570,423326
14962427,6489850,426623
14962628,6489120,443344
14970101,6470290,461524
14970102,6467100,450453
14970103,6463550,457395
14970104,6464580,458612
14970505,6451930,454723
14970706,6461520,446951
14980101,6449400,439246
14980102,6448410,439080
14980103,6449050,437542
14980104,6451240,438455
14980110,6453740,443510
14980207,6440110,440719
14981512,6447520,431379
14990101,6446070,413981
14990102,6447470,413952
14990103,6449370,415943
14990104,6450130,413013
14990105,6448260,415502
14990106,6448780,414960
14990107,6447370,417025
14990108,6448320,413357
14990209,6451220,416515
14990310,6434770,402311
14990512,6442890,401953
14990711,6450940,408015
14991428,6427720,419260
14991513,6437670,411619
14992016,6444660,421612
14992519,6433940,424059
14993123,6457300,421672
14993422,6461190,424194
14994125,6456880,412329
14994727,6465960,420171
17150101,6600010,403535
17150102,6608910,403794
17150103,6596630,405169
17150109,6601200,408027
17150110,6597170,402861
17150205,6599090,397649
17150206,6606250,395330
17150308,6604630,388161
17300101,6641780,349769
17300102,6641600,345480
17300105,6632180,353129
17300307,6620390,339218
17300511,6635150,336155
17370101,6676230,387565
17370102,6669140,395322
17370105,6662940,385880
17370106,6669940,377544
17370309,6703670,383300
17370512,6688040,372732
17370617,6747270,370438
17370822,6725030,393658
17370923,6698110,405579
17600103,6602310,462462
17600201,6587330,461918
17600302,6598300,452628
17610101,6577190,410856
17610102,6573770,412495
17610103,6577050,414378
17610104,6578010,412986
17610105,6579350,414259
17610106,6577640,415148
17610107,6578080,416212
17610108,6573060,416378
17610109,6576700,420805
17620102,6630700,412695
17620203,6635690,415395
17620205,6634050,420816
17630101,6597360,410755
17630102,6604070,417037
17630105,6598170,415281
17630212,6614790,411302
17630315,6618920,418432
17640101,6579730,391771
17640102,6580570,392129
17640103,6581930,394564
17640104,6591140,392109
17640105,6579680,389703
17640307,6574700,393216
17640308,6572720,387209
17640411,6594590,381981
17650101,6595200,340653
17650102,6580280,338618
17650203,6578980,348409
17650307,6600700,332503
17650509,6577450,328697
17650711,6605360,321616
17660101,6637350,397682
17660102,6637390,392759
17660103,6633810,393883
17660106,6638710,403365
17660109,6630290,390025
17660110,6650380,390928
17660119,6648730,378787
17660124,6635450,395849
17660215,6620940,392939
17660317,6622610,402974
17660523,6656070,400087
17800101,6583410,415192
17800102,6582920,414675
17800103,6581570,413446
17800104,6581390,414992
17800105,6583020,413971
17800106,6582210,415398
17800111,6583260,414547
17800112,6585410,413299
17800113,6587030,414037
17800114,6583610,415600
17800115,6583130,415628
17800116,6582240,416158
17800117,6582890,415910
17800118,6582450,417888
17800119,6585720,414516
17800230,6584600,415291
17800231,6584570,415831
17800232,6584910,416379
17800233,6583680,419070
17800234,6584000,415667
17800235,6584900,418505
17800236,6588040,414883
17800237,6585900,415762
17800238,6586290,417149
17800239,6586600,416426
17800240,6585920,416326
17800241,6586880,418740
17800242,6585540,418636
17800243,6587910,417629
17800244,6586290,420188
17800245,6586680,419380
17800246,6585970,418636
17800247,6582880,422623
17800350,6587040,424967
17800351,6588250,427674
17800456,6589110,435317
17800665,6607920,428252
17800667,6613630,430873
17800775,6594490,421059
17800880,6589180,410924
17800881,6587780,412290
17800882,6590910,408689
17800883,6590570,411127
17800990,6577790,401632
17800991,6585280,396213
17800992,6591910,399900
17801106,6582930,413057
17801107,6583220,412607
17801108,6583830,412858
17801109,6584050,412105
17801110,6584350,413150
17801119,6581410,408600
17801120,6584180,411059
17810101,6574870,449257
17810102,6573100,446703
17810103,6576690,449270
17810105,6574850,449843
17810106,6574500,449083
17810107,6573470,449334
17810108,6574170,448662
17810109,6570260,451291
17810110,6573600,448258
17810111,6574410,447825
17810112,6574240,449823
17810113,6576270,450280
17810115,6574610,450770
17810116,6577590,447841
17810320,6547990,457682
17810421,6554720,448271
17810522,6565090,456926
17810624,6579840,441172
17820101,6625820,446381
17820102,6618910,452371
17820103,6616760,453561
17820104,6618350,456106
17820105,6626030,462270
17820110,6644530,460901
17820308,6616700,441385
17820409,6641410,447708
17820611,6611830,462979
17820712,6662910,450652
17830101,6656520,426903
17830105,6654510,428410
17830210,6674380,412603
17830315,6668080,432478
17830418,6649200,416230
17830522,6640500,429447
17840102,6615300,363575
17840103,6615970,364341
17840104,6615330,364542
17840105,6615150,365236
17840106,6616460,364968
17840125,6616770,363853
17840207,6610270,366068
17840208,6618520,369429
17840209,6621350,363506
17840210,6615320,360982
17840228,6617310,365400
17840311,6589480,370927
17840514,6598300,359253
17840617,6643690,364938
17840920,6617370,354486
17841122,6619960,379908
17850101,6555990,382107
17850102,6565630,379295
17850103,6553080,378942
17850105,6538280,392627
17850206,6554040,374399
17850308,6560730,390431
17851018,6564500,372671
17851120,6566180,359124
17851223,6579060,370129
18600101,6539010,477647
18600103,6532480,479236
18600205,6524330,470690
18600407,6546880,476939
18610111,6548450,505480
18610113,6547120,503423
18610114,6544780,504588
18610115,6543590,511495
18610116,6546260,506840
18610221,6543380,489808
18610231,6544580,497619
18610441,6554240,520612
18610451,6548420,518075
18610561,6539070,520920
18610671,6529340,526711
18810102,6552090,512429
18810104,6551150,500996
18810105,6555570,507792
18810106,6553340,508494
18810107,6554150,507686
18810108,6554480,508213
18810109,6556840,510541
18810112,6554630,507365
18810114,6550670,508662
18810115,6557690,505917
18810116,6551670,506545
18810310,6556550,515862
18820101,6527350,496334
18820102,6528930,495461
18820103,6522970,487975
18820304,6539600,503598
18820306,6529530,509388
18820408,6535790,493118
18820511,6511610,493550
18820513,6522160,502807
18620101,6565120,466749
18620102,6567070,464735
18620103,6567880,472327
18620105,6567090,468342
18620108,6571270,465258
18620210,6553830,463379
18620211,6555300,470572
18830101,6573700,471988
18830102,6574870,470387
18830103,6576010,471448
18830104,6574880,472398
18830105,6578190,467365
18830106,6576590,470977
18830107,6577540,471542
18830108,6577470,472269
18830109,6576570,472082
18830110,6577220,473298
18830111,6576540,473072
18830112,6575680,473332
18830113,6577990,474109
18830114,6575850,475327
18830115,6575130,480904
18830116,6578510,475522
18830117,6589480,474478
18140101,6569910,491217
18140201,6559960,492181
18140202,6563500,490862
18140301,6553910,492831
18140701,6558580,479548
18140702,6559280,489584
18800220,6573690,513119
18800221,6573200,514637
18800222,6571650,512734
18800223,6571590,512978
18800224,6571890,513650
18800225,6571380,513935
18800226,6571520,511856
18800228,6571230,511721
18800229,6571020,511739
18800230,6570680,511636
18800340,6575120,507516
18800341,6571900,508592
18800342,6571950,509703
18800343,6571800,510234
18800344,6570770,507349
18800345,6571200,509956
18800346,6570240,508503
18800347,6570430,509711
18800348,6570220,510453
18800349,6570450,510974
18800801,6577550,492971
18800802,6572320,501645
18801001,6583300,502306
18801101,6592120,512542
18801201,6583620,513962
18801301,6578770,511428
18801302,6576550,510611
18801303,6575930,514345
18801304,6578510,513150
18802601,6575280,518224
18802701,6580310,523756
18802901,6578060,530957
18803060,6574050,511565
18803061,6574210,510295
18803062,6573360,510339
18803063,6573750,510686
18803064,6573180,510895
18803066,6572640,509360
18803067,6572550,510433
18803068,6572430,511636
18803070,6571890,510928
18803071,6571830,511479
18803072,6570980,511308
18803073,6571020,510696
18803074,6571530,510641
18800101,6569740,510668
18800102,6570050,511705
18800103,6570330,512130
18800104,6570030,512560
18800105,6570280,513730
18800106,6569910,512149
18800107,6569910,513251
18800110,6569300,511601
18800111,6569580,512593
18800112,6568370,510911
18800113,6567970,511906
18800114,6568450,512210
18800227,6571600,515291
18800231,6570830,512142
18800232,6570690,512833
18800480,6569260,512709
18800481,6568970,513014
18800482,6568620,513450
18800483,6568970,519077
18800484,6569400,513888
18800485,6567000,514678
18800486,6566760,513662
18800487,6566080,513581
18800488,6566790,512581
18800489,6570130,515105
18800490,6568880,514879
18800491,6568270,514336
18800501,6563790,504592
18800502,6561610,508121
18800701,6564890,498877
18801401,6556400,539017
18801501,6544500,531759
18801502,6555870,525633
18801503,6557490,530245
18801601,6566840,531185
18801701,6563240,520978
18801801,6562900,514562
18803190,6567780,507414
18803191,6566610,509250
18803192,6565870,510109
18803193,6566660,511217
18630101,6631130,478361
18630102,6627050,473068
18630104,6639850,471345
18630208,6611690,476632
18640101,6652550,498617
18640102,6645770,492184
18640103,6633210,497335
18640104,6638760,505238
18640105,6637560,500063
18840306,6613400,491901
18840401,6598400,500727
18840402,6604160,498979
18840403,6597470,501937
18840404,6599390,488344
18840405,6594830,502574
18840407,6601130,496092
18840409,6599400,501956
18840508,6588170,490310
18850203,6614540,514646
18850204,6608280,511736
18850206,6608360,504035
18850207,6604750,512930
18850209,6599540,517855
18850210,6606690,511499
18850212,6606470,513252
18850216,6607850,513019
18850302,6619160,501996
18850305,6625640,509736
18850413,6592590,518499
18850414,6592210,523958
18850518,6592970,530724
18850519,6592200,537859
18850522,6603680,528757
18850728,6627140,520307
19800101,6609080,587011
19800102,6609500,586980
19800103,6609530,587333
19800104,6609640,587841
19800105,6609190,587621
19800106,6608790,587711
19800107,6608390,587879
19800108,6609830,586458
19800109,6610340,586953
19800110,6610130,587394
19800111,6608140,586797
19800112,6608880,586481
19800113,6609680,585931
19800114,6609420,585484
19800115,6608910,586045
19800116,6608280,585815
19800117,6609020,585237
19800201,6608070,585235
19800202,6607650,584808
19800203,6608010,583894
19800204,6608420,583486
19800205,6608200,582710
19800206,6607440,582987
19800207,6607200,583516
19800208,6606960,581557
19800209,6607740,582098
19800210,6606670,584435
19800211,6604700,582503
19800212,6599510,589103
19800213,6602580,584769
19800214,6608680,577484
19800215,6604240,578005
19800216,6595860,578374
19800301,6610840,587084
19800302,6611180,587430
19800303,6611710,587743
19800304,6613040,588271
19800305,6613860,587206
19800306,6613620,586468
19800307,6612330,587060
19800308,6612650,586448
19800309,6611360,586056
19800310,6614360,585263
19800311,6613520,584919
19800312,6608920,583591
19800313,6608570,584698
19800314,6609020,584096
19800315,6609270,584641
19800316,6609960,584791
19800317,6609990,583419
19800318,6611000,584110
19800319,6612990,581730
19800320,6622040,575443
19800321,6620950,580566
19800322,6628630,581983
19800401,6610180,587975
19800402,6610640,587651
19800403,6610660,588086
19800404,6611100,587958
19800405,6611490,588205
19800406,6610350,588544
19800407,6611140,588668
19800408,6611180,589036
19800409,6609960,589077
19800410,6610620,589238
19800411,6611060,589577
19800412,6609380,589286
19800413,6609290,590710
19800414,6610130,589782
19800415,6610590,589941
19800416,6610290,590846
19800417,6610690,590453
19800418,6610820,591094
19800419,6611830,593853
19800420,6618750,593699
19800421,6614690,589724
19800422,6617520,591180
19800423,6621630,597048
19800501,6609240,588624
19800502,6608910,589184
19800503,6608570,589721
19800504,6608550,592106
19800505,6608460,588814
19800506,6608290,589332
19800507,6607260,589972
19800508,6605500,590378
19800509,6603540,597140
19800510,6608070,596023
19800511,6608930,595366
19800512,6606270,603986
19810101,6643530,590076
19810102,6643960,589236
19810103,6643090,588848
19810104,6643040,589962
19810105,6649160,586220
19810106,6647010,594516
19810107,6640610,589687
19810108,6643420,587043
19810210,6647980,570329
19810312,6637970,579042
19810514,6632680,595316
19810818,6662470,586367
19040201,6623350,539861
19040202,6635750,541038
19070101,6618040,564749
19070103,6618150,569686
19070104,6619290,569337
19070105,6620740,569227
19070207,6628120,563881
19070208,6635810,559162
19600101,6583940,559584
19600102,6587630,562093
19600103,6589210,564423
19600104,6585030,567622
19600506,6590100,556252
19610103,6608500,572619
19610104,6612720,570983
19610105,6609450,569750
19610106,6611560,568296
19610107,6606530,571539
19610108,6609690,564870
19610109,6610360,572313
19610310,6603450,567642
19610311,6604090,569710
19610312,6598940,571583
19620101,6666010,552155
19620103,6656010,552356
19620104,6657870,545023
19620205,6654660,561056
